Ordrenr;Dato;Kundenr;Kundenavn;Kunderef;Valuta;Kundeordreref;Sum eksl. mva;Linjenr;Firma;Lager;Vare;Varenavn;Antall;Enhet;Netpris;Linjesum;Ordreverdi Totalt;Status;Henv1;Henv2;Henv3;Henv4;Henv5;Varegruppe
881737;12.02.2026;K770173;Storkunde K770173;REF-8687;NOK;PO-881737;2296,00;3;F10;Hovedlager;V660087;Vare V660087;8;STK;287,00;2296,00;2296,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881737;12.02.2026;K770173;Storkunde K770173;REF-8688;NOK;PO-881737;2592,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;288,00;2592,00;2592,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881737;12.02.2026;K770173;Storkunde K770173;REF-8689;NOK;PO-881737;2890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;289,00;2890,00;2890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881738;12.02.2026;K770173;Storkunde K770173;REF-8690;NOK;PO-881738;290,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;290,00;290,00;290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881738;12.02.2026;K770173;Storkunde K770173;REF-8691;NOK;PO-881738;582,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;291,00;582,00;582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881738;12.02.2026;K770173;Storkunde K770173;REF-8692;NOK;PO-881738;876,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;292,00;876,00;876,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881738;12.02.2026;K770173;Storkunde K770173;REF-8693;NOK;PO-881738;1172,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;293,00;1172,00;1172,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881738;12.02.2026;K770173;Storkunde K770173;REF-8694;NOK;PO-881738;1470,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;294,00;1470,00;1470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881739;12.02.2026;K770173;Storkunde K770173;REF-8695;NOK;PO-881739;1770,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;295,00;1770,00;1770,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881739;12.02.2026;K770173;Storkunde K770173;REF-8696;NOK;PO-881739;2072,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;296,00;2072,00;2072,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881739;12.02.2026;K770173;Storkunde K770173;REF-8697;NOK;PO-881739;2376,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;297,00;2376,00;2376,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881739;12.02.2026;K770173;Storkunde K770173;REF-8698;NOK;PO-881739;2682,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;298,00;2682,00;2682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881739;12.02.2026;K770173;Storkunde K770173;REF-8699;NOK;PO-881739;2990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;299,00;2990,00;2990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881740;12.02.2026;K770174;Storkunde K770174;REF-8700;NOK;PO-881740;300,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;300,00;300,00;300,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881740;12.02.2026;K770174;Storkunde K770174;REF-8701;NOK;PO-881740;602,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;301,00;602,00;602,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881740;12.02.2026;K770174;Storkunde K770174;REF-8702;NOK;PO-881740;906,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;302,00;906,00;906,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881740;12.02.2026;K770174;Storkunde K770174;REF-8703;NOK;PO-881740;1212,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;303,00;1212,00;1212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881740;12.02.2026;K770174;Storkunde K770174;REF-8704;NOK;PO-881740;1520,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;304,00;1520,00;1520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881741;12.02.2026;K770174;Storkunde K770174;REF-8705;NOK;PO-881741;1830,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;305,00;1830,00;1830,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881741;12.02.2026;K770174;Storkunde K770174;REF-8706;NOK;PO-881741;2142,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;306,00;2142,00;2142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881741;12.02.2026;K770174;Storkunde K770174;REF-8707;NOK;PO-881741;2456,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;307,00;2456,00;2456,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881741;12.02.2026;K770174;Storkunde K770174;REF-8708;NOK;PO-881741;2772,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;308,00;2772,00;2772,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881741;12.02.2026;K770174;Storkunde K770174;REF-8709;NOK;PO-881741;3090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;309,00;3090,00;3090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881742;12.02.2026;K770174;Storkunde K770174;REF-8710;NOK;PO-881742;310,00;1;F10;Hovedlager;V660010;Vare V660010;1;STK;310,00;310,00;310,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881742;12.02.2026;K770174;Storkunde K770174;REF-8711;NOK;PO-881742;622,00;2;F10;Hovedlager;V660011;Vare V660011;2;STK;311,00;622,00;622,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881742;12.02.2026;K770174;Storkunde K770174;REF-8712;NOK;PO-881742;936,00;3;F10;Hovedlager;V660012;Vare V660012;3;STK;312,00;936,00;936,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881742;12.02.2026;K770174;Storkunde K770174;REF-8713;NOK;PO-881742;1252,00;4;F10;Hovedlager;V660013;Vare V660013;4;STK;313,00;1252,00;1252,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881742;12.02.2026;K770174;Storkunde K770174;REF-8714;NOK;PO-881742;1570,00;5;F10;Hovedlager;V660014;Vare V660014;5;STK;314,00;1570,00;1570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881743;12.02.2026;K770174;Storkunde K770174;REF-8715;NOK;PO-881743;1890,00;1;F10;Hovedlager;V660015;Vare V660015;6;STK;315,00;1890,00;1890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881743;12.02.2026;K770174;Storkunde K770174;REF-8716;NOK;PO-881743;2212,00;2;F10;Hovedlager;V660016;Vare V660016;7;STK;316,00;2212,00;2212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881743;12.02.2026;K770174;Storkunde K770174;REF-8717;NOK;PO-881743;2536,00;3;F10;Hovedlager;V660017;Vare V660017;8;STK;317,00;2536,00;2536,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881743;12.02.2026;K770174;Storkunde K770174;REF-8718;NOK;PO-881743;2862,00;4;F10;Hovedlager;V660018;Vare V660018;9;STK;318,00;2862,00;2862,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881743;12.02.2026;K770174;Storkunde K770174;REF-8719;NOK;PO-881743;3190,00;5;F10;Hovedlager;V660019;Vare V660019;10;STK;319,00;3190,00;3190,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881744;12.02.2026;K770174;Storkunde K770174;REF-8720;NOK;PO-881744;320,00;1;F10;Hovedlager;V660020;Vare V660020;1;STK;320,00;320,00;320,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881744;12.02.2026;K770174;Storkunde K770174;REF-8721;NOK;PO-881744;642,00;2;F10;Hovedlager;V660021;Vare V660021;2;STK;321,00;642,00;642,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881744;12.02.2026;K770174;Storkunde K770174;REF-8722;NOK;PO-881744;966,00;3;F10;Hovedlager;V660022;Vare V660022;3;STK;322,00;966,00;966,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881744;12.02.2026;K770174;Storkunde K770174;REF-8723;NOK;PO-881744;1292,00;4;F10;Hovedlager;V660023;Vare V660023;4;STK;323,00;1292,00;1292,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881744;12.02.2026;K770174;Storkunde K770174;REF-8724;NOK;PO-881744;1620,00;5;F10;Hovedlager;V660024;Vare V660024;5;STK;324,00;1620,00;1620,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881745;12.02.2026;K770174;Storkunde K770174;REF-8725;NOK;PO-881745;1950,00;1;F10;Hovedlager;V660025;Vare V660025;6;STK;325,00;1950,00;1950,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881745;12.02.2026;K770174;Storkunde K770174;REF-8726;NOK;PO-881745;2282,00;2;F10;Hovedlager;V660026;Vare V660026;7;STK;326,00;2282,00;2282,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881745;12.02.2026;K770174;Storkunde K770174;REF-8727;NOK;PO-881745;2616,00;3;F10;Hovedlager;V660027;Vare V660027;8;STK;327,00;2616,00;2616,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881745;12.02.2026;K770174;Storkunde K770174;REF-8728;NOK;PO-881745;2952,00;4;F10;Hovedlager;V660028;Vare V660028;9;STK;328,00;2952,00;2952,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881745;12.02.2026;K770174;Storkunde K770174;REF-8729;NOK;PO-881745;3290,00;5;F10;Hovedlager;V660029;Vare V660029;10;STK;329,00;3290,00;3290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881746;12.02.2026;K770174;Storkunde K770174;REF-8730;NOK;PO-881746;330,00;1;F10;Hovedlager;V660030;Vare V660030;1;STK;330,00;330,00;330,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881746;12.02.2026;K770174;Storkunde K770174;REF-8731;NOK;PO-881746;662,00;2;F10;Hovedlager;V660031;Vare V660031;2;STK;331,00;662,00;662,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881746;12.02.2026;K770174;Storkunde K770174;REF-8732;NOK;PO-881746;996,00;3;F10;Hovedlager;V660032;Vare V660032;3;STK;332,00;996,00;996,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881746;12.02.2026;K770174;Storkunde K770174;REF-8733;NOK;PO-881746;1332,00;4;F10;Hovedlager;V660033;Vare V660033;4;STK;333,00;1332,00;1332,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881746;12.02.2026;K770174;Storkunde K770174;REF-8734;NOK;PO-881746;1670,00;5;F10;Hovedlager;V660034;Vare V660034;5;STK;334,00;1670,00;1670,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881747;12.02.2026;K770174;Storkunde K770174;REF-8735;NOK;PO-881747;2010,00;1;F10;Hovedlager;V660035;Vare V660035;6;STK;335,00;2010,00;2010,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881747;12.02.2026;K770174;Storkunde K770174;REF-8736;NOK;PO-881747;2352,00;2;F10;Hovedlager;V660036;Vare V660036;7;STK;336,00;2352,00;2352,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881747;12.02.2026;K770174;Storkunde K770174;REF-8737;NOK;PO-881747;2696,00;3;F10;Hovedlager;V660037;Vare V660037;8;STK;337,00;2696,00;2696,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881747;12.02.2026;K770174;Storkunde K770174;REF-8738;NOK;PO-881747;3042,00;4;F10;Hovedlager;V660038;Vare V660038;9;STK;338,00;3042,00;3042,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881747;12.02.2026;K770174;Storkunde K770174;REF-8739;NOK;PO-881747;3390,00;5;F10;Hovedlager;V660039;Vare V660039;10;STK;339,00;3390,00;3390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881748;12.02.2026;K770174;Storkunde K770174;REF-8740;NOK;PO-881748;340,00;1;F10;Hovedlager;V660040;Vare V660040;1;STK;340,00;340,00;340,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881748;12.02.2026;K770174;Storkunde K770174;REF-8741;NOK;PO-881748;682,00;2;F10;Hovedlager;V660041;Vare V660041;2;STK;341,00;682,00;682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881748;12.02.2026;K770174;Storkunde K770174;REF-8742;NOK;PO-881748;1026,00;3;F10;Hovedlager;V660042;Vare V660042;3;STK;342,00;1026,00;1026,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881748;12.02.2026;K770174;Storkunde K770174;REF-8743;NOK;PO-881748;1372,00;4;F10;Hovedlager;V660043;Vare V660043;4;STK;343,00;1372,00;1372,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881748;12.02.2026;K770174;Storkunde K770174;REF-8744;NOK;PO-881748;1720,00;5;F10;Hovedlager;V660044;Vare V660044;5;STK;344,00;1720,00;1720,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881749;12.02.2026;K770174;Storkunde K770174;REF-8745;NOK;PO-881749;2070,00;1;F10;Hovedlager;V660045;Vare V660045;6;STK;345,00;2070,00;2070,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881749;12.02.2026;K770174;Storkunde K770174;REF-8746;NOK;PO-881749;2422,00;2;F10;Hovedlager;V660046;Vare V660046;7;STK;346,00;2422,00;2422,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881749;12.02.2026;K770174;Storkunde K770174;REF-8747;NOK;PO-881749;2776,00;3;F10;Hovedlager;V660047;Vare V660047;8;STK;347,00;2776,00;2776,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881749;12.02.2026;K770174;Storkunde K770174;REF-8748;NOK;PO-881749;3132,00;4;F10;Hovedlager;V660048;Vare V660048;9;STK;348,00;3132,00;3132,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881749;12.02.2026;K770174;Storkunde K770174;REF-8749;NOK;PO-881749;3490,00;5;F10;Hovedlager;V660049;Vare V660049;10;STK;349,00;3490,00;3490,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881750;12.02.2026;K770175;Storkunde K770175;REF-8750;NOK;PO-881750;350,00;1;F10;Hovedlager;V660050;Vare V660050;1;STK;350,00;350,00;350,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881750;12.02.2026;K770175;Storkunde K770175;REF-8751;NOK;PO-881750;702,00;2;F10;Hovedlager;V660051;Vare V660051;2;STK;351,00;702,00;702,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881750;12.02.2026;K770175;Storkunde K770175;REF-8752;NOK;PO-881750;1056,00;3;F10;Hovedlager;V660052;Vare V660052;3;STK;352,00;1056,00;1056,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881750;12.02.2026;K770175;Storkunde K770175;REF-8753;NOK;PO-881750;1412,00;4;F10;Hovedlager;V660053;Vare V660053;4;STK;353,00;1412,00;1412,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881750;12.02.2026;K770175;Storkunde K770175;REF-8754;NOK;PO-881750;1770,00;5;F10;Hovedlager;V660054;Vare V660054;5;STK;354,00;1770,00;1770,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881751;12.02.2026;K770175;Storkunde K770175;REF-8755;NOK;PO-881751;2130,00;1;F10;Hovedlager;V660055;Vare V660055;6;STK;355,00;2130,00;2130,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881751;12.02.2026;K770175;Storkunde K770175;REF-8756;NOK;PO-881751;2492,00;2;F10;Hovedlager;V660056;Vare V660056;7;STK;356,00;2492,00;2492,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881751;12.02.2026;K770175;Storkunde K770175;REF-8757;NOK;PO-881751;2856,00;3;F10;Hovedlager;V660057;Vare V660057;8;STK;357,00;2856,00;2856,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881751;12.02.2026;K770175;Storkunde K770175;REF-8758;NOK;PO-881751;3222,00;4;F10;Hovedlager;V660058;Vare V660058;9;STK;358,00;3222,00;3222,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881751;12.02.2026;K770175;Storkunde K770175;REF-8759;NOK;PO-881751;3590,00;5;F10;Hovedlager;V660059;Vare V660059;10;STK;359,00;3590,00;3590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881752;12.02.2026;K770175;Storkunde K770175;REF-8760;NOK;PO-881752;360,00;1;F10;Hovedlager;V660060;Vare V660060;1;STK;360,00;360,00;360,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881752;12.02.2026;K770175;Storkunde K770175;REF-8761;NOK;PO-881752;722,00;2;F10;Hovedlager;V660061;Vare V660061;2;STK;361,00;722,00;722,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881752;12.02.2026;K770175;Storkunde K770175;REF-8762;NOK;PO-881752;1086,00;3;F10;Hovedlager;V660062;Vare V660062;3;STK;362,00;1086,00;1086,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881752;12.02.2026;K770175;Storkunde K770175;REF-8763;NOK;PO-881752;1452,00;4;F10;Hovedlager;V660063;Vare V660063;4;STK;363,00;1452,00;1452,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881752;12.02.2026;K770175;Storkunde K770175;REF-8764;NOK;PO-881752;1820,00;5;F10;Hovedlager;V660064;Vare V660064;5;STK;364,00;1820,00;1820,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881753;12.02.2026;K770175;Storkunde K770175;REF-8765;NOK;PO-881753;2190,00;1;F10;Hovedlager;V660065;Vare V660065;6;STK;365,00;2190,00;2190,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881753;12.02.2026;K770175;Storkunde K770175;REF-8766;NOK;PO-881753;2562,00;2;F10;Hovedlager;V660066;Vare V660066;7;STK;366,00;2562,00;2562,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881753;12.02.2026;K770175;Storkunde K770175;REF-8767;NOK;PO-881753;2936,00;3;F10;Hovedlager;V660067;Vare V660067;8;STK;367,00;2936,00;2936,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881753;12.02.2026;K770175;Storkunde K770175;REF-8768;NOK;PO-881753;3312,00;4;F10;Hovedlager;V660068;Vare V660068;9;STK;368,00;3312,00;3312,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881753;12.02.2026;K770175;Storkunde K770175;REF-8769;NOK;PO-881753;3690,00;5;F10;Hovedlager;V660069;Vare V660069;10;STK;369,00;3690,00;3690,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881754;12.02.2026;K770175;Storkunde K770175;REF-8770;NOK;PO-881754;370,00;1;F10;Hovedlager;V660070;Vare V660070;1;STK;370,00;370,00;370,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881754;12.02.2026;K770175;Storkunde K770175;REF-8771;NOK;PO-881754;742,00;2;F10;Hovedlager;V660071;Vare V660071;2;STK;371,00;742,00;742,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881754;12.02.2026;K770175;Storkunde K770175;REF-8772;NOK;PO-881754;1116,00;3;F10;Hovedlager;V660072;Vare V660072;3;STK;372,00;1116,00;1116,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881754;12.02.2026;K770175;Storkunde K770175;REF-8773;NOK;PO-881754;1492,00;4;F10;Hovedlager;V660073;Vare V660073;4;STK;373,00;1492,00;1492,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881754;12.02.2026;K770175;Storkunde K770175;REF-8774;NOK;PO-881754;1870,00;5;F10;Hovedlager;V660074;Vare V660074;5;STK;374,00;1870,00;1870,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881755;12.02.2026;K770175;Storkunde K770175;REF-8775;NOK;PO-881755;2250,00;1;F10;Hovedlager;V660075;Vare V660075;6;STK;375,00;2250,00;2250,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881755;12.02.2026;K770175;Storkunde K770175;REF-8776;NOK;PO-881755;2632,00;2;F10;Hovedlager;V660076;Vare V660076;7;STK;376,00;2632,00;2632,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881755;12.02.2026;K770175;Storkunde K770175;REF-8777;NOK;PO-881755;3016,00;3;F10;Hovedlager;V660077;Vare V660077;8;STK;377,00;3016,00;3016,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881755;12.02.2026;K770175;Storkunde K770175;REF-8778;NOK;PO-881755;3402,00;4;F10;Hovedlager;V660078;Vare V660078;9;STK;378,00;3402,00;3402,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881755;12.02.2026;K770175;Storkunde K770175;REF-8779;NOK;PO-881755;3790,00;5;F10;Hovedlager;V660079;Vare V660079;10;STK;379,00;3790,00;3790,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881756;12.02.2026;K770175;Storkunde K770175;REF-8780;NOK;PO-881756;380,00;1;F10;Hovedlager;V660080;Vare V660080;1;STK;380,00;380,00;380,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881756;12.02.2026;K770175;Storkunde K770175;REF-8781;NOK;PO-881756;762,00;2;F10;Hovedlager;V660081;Vare V660081;2;STK;381,00;762,00;762,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881756;12.02.2026;K770175;Storkunde K770175;REF-8782;NOK;PO-881756;1146,00;3;F10;Hovedlager;V660082;Vare V660082;3;STK;382,00;1146,00;1146,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881756;12.02.2026;K770175;Storkunde K770175;REF-8783;NOK;PO-881756;1532,00;4;F10;Hovedlager;V660083;Vare V660083;4;STK;383,00;1532,00;1532,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881756;12.02.2026;K770175;Storkunde K770175;REF-8784;NOK;PO-881756;1920,00;5;F10;Hovedlager;V660084;Vare V660084;5;STK;384,00;1920,00;1920,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881757;12.02.2026;K770175;Storkunde K770175;REF-8785;NOK;PO-881757;2310,00;1;F10;Hovedlager;V660085;Vare V660085;6;STK;385,00;2310,00;2310,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881757;12.02.2026;K770175;Storkunde K770175;REF-8786;NOK;PO-881757;2702,00;2;F10;Hovedlager;V660086;Vare V660086;7;STK;386,00;2702,00;2702,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881757;12.02.2026;K770175;Storkunde K770175;REF-8787;NOK;PO-881757;3096,00;3;F10;Hovedlager;V660087;Vare V660087;8;STK;387,00;3096,00;3096,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881757;12.02.2026;K770175;Storkunde K770175;REF-8788;NOK;PO-881757;3492,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;388,00;3492,00;3492,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881757;12.02.2026;K770175;Storkunde K770175;REF-8789;NOK;PO-881757;3890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;389,00;3890,00;3890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881758;12.02.2026;K770175;Storkunde K770175;REF-8790;NOK;PO-881758;390,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;390,00;390,00;390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881758;12.02.2026;K770175;Storkunde K770175;REF-8791;NOK;PO-881758;782,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;391,00;782,00;782,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881758;12.02.2026;K770175;Storkunde K770175;REF-8792;NOK;PO-881758;1176,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;392,00;1176,00;1176,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881758;12.02.2026;K770175;Storkunde K770175;REF-8793;NOK;PO-881758;1572,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;393,00;1572,00;1572,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881758;12.02.2026;K770175;Storkunde K770175;REF-8794;NOK;PO-881758;1970,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;394,00;1970,00;1970,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881759;12.02.2026;K770175;Storkunde K770175;REF-8795;NOK;PO-881759;2370,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;395,00;2370,00;2370,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881759;12.02.2026;K770175;Storkunde K770175;REF-8796;NOK;PO-881759;2772,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;396,00;2772,00;2772,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881759;12.02.2026;K770175;Storkunde K770175;REF-8797;NOK;PO-881759;3176,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;397,00;3176,00;3176,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881759;12.02.2026;K770175;Storkunde K770175;REF-8798;NOK;PO-881759;3582,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;398,00;3582,00;3582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881759;12.02.2026;K770175;Storkunde K770175;REF-8799;NOK;PO-881759;3990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;399,00;3990,00;3990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881760;12.02.2026;K770176;Storkunde K770176;REF-8800;NOK;PO-881760;400,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;400,00;400,00;400,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881760;12.02.2026;K770176;Storkunde K770176;REF-8801;NOK;PO-881760;802,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;401,00;802,00;802,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881760;12.02.2026;K770176;Storkunde K770176;REF-8802;NOK;PO-881760;1206,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;402,00;1206,00;1206,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881760;12.02.2026;K770176;Storkunde K770176;REF-8803;NOK;PO-881760;1612,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;403,00;1612,00;1612,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881760;12.02.2026;K770176;Storkunde K770176;REF-8804;NOK;PO-881760;2020,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;404,00;2020,00;2020,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881761;12.02.2026;K770176;Storkunde K770176;REF-8805;NOK;PO-881761;2430,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;405,00;2430,00;2430,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881761;12.02.2026;K770176;Storkunde K770176;REF-8806;NOK;PO-881761;2842,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;406,00;2842,00;2842,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881761;12.02.2026;K770176;Storkunde K770176;REF-8807;NOK;PO-881761;3256,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;407,00;3256,00;3256,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
881761;12.02.2026;K770176;Storkunde K770176;REF-8808;NOK;PO-881761;3672,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;408,00;3672,00;3672,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
